Unnamed: 0.1,Unnamed: 0,topic_id,topic,country,keyword,period
,,1910-1920_elec_it_11,"['seduta', 'aria', 'aula', 'parola', 'avvenire', 'camera', 'dimostrare', 'venire', 'deputato', 'movimento']",it,elec,1910-1920
,,1920-1930_elec_it_0,"['costituire', 'fare', 'sorgere', 'ricco', 'malattia', 'numeroso', 'cucina', 'mantenere', 'ottenere', 'caso']",it,elec,1920-1930
,,1920-1930_elec_it_1,"['rialzo', 'valore', 'accumulatore', 'associazione', 'cervello', 'elettricista', 'minuto', 'credito', 'sensibile', 'aumento']",it,elec,1920-1930
,,1920-1930_elec_it_2,"['elettrico', 'materia', 'energia', 'nuovo', 'centrale', 'condizione', 'commissione', 'rendere', 'industriale', 'produrre']",it,elec,1920-1930
,,1920-1930_elec_it_3,"['fisico', 'campo', 'natura', 'scoperta', 'scientifico', 'applicazione', 'teoria', 'concetto', 'scienza', 'galileo']",it,elec,1920-1930
,,1920-1930_elec_it_4,"['potere', 'corpo', 'effetto', 'elettrico', 'raggio', 'medico', 'artificiale', 'organismo', 'forma', 'scarica']",it,elec,1920-1930
,,1920-1930_elec_it_5,"['carbone', 'industria', 'sindacato', 'tedesco', 'prodotto', 'trovare', 'finanziario', 'acqua', 'corso', 'guerra']",it,elec,1920-1930
,,1920-1930_elec_it_6,"['corrente', 'colpire', 'respirazione', 'organo', 'cellula', 'soccorso', 'dottore', 'intensità', 'resistenza', 'cuore']",it,elec,1920-1930
,,1920-1930_elec_it_7,"['grande', 'ricordare', 'mettere', 'pubblico', 'volere', 'movimento', 'morte', 'mezzo', 'quello', 'pensare']",it,elec,1920-1930
,,1920-1930_elec_it_8,"['uccidere', 'contatto', 'piccolo', 'galvano', 'applicazione', 'primo', 'animale', 'continuare', 'esperienza', 'mostrare']",it,elec,1920-1930
,,1920-1930_elec_it_9,"['perché', 'fenomeno', 'pensiero', 'onda', 'filo', 'apparecchio', 'parola', 'tensione', 'mano', 'trasmissione']",it,elec,1920-1930
,,1920-1930_elec_it_10,"['carico', 'politico', 'atmosfera', 'notte', 'situazione', 'ufficiale', 'francese', 'grave', 'estremo', 'temporale']",it,elec,1920-1930
,,1920-1930_elec_it_11,"['produzione', 'idraulico', 'temperatura', 'Europa', 'calore', 'marcone', 'umano', 'regione', 'tempo', 'linea']",it,elec,1920-1930
,,1920-1930_elec_it_12,"['operaio', 'buono', 'macchina', 'ingegnere', 'luce', 'venire', 'categoria', 'necessario', 'meccanico', 'presentare']",it,elec,1920-1930
,,1920-1930_elec_it_13,"['emissione', 'impresa', 'istituto', 'credito', 'utilità', 'tedesco', 'Berlino', 'nave', 'Milano', 'York']",it,elec,1920-1930
,,1920-1930_elec_it_14,"['individuo', 'pericolo', 'infortuno', 'carattere', 'prevenzione', 'articolo', 'discussione', 'fondo', 'minore', 'stampa']",it,elec,1920-1930
,,1920-1930_elec_it_15,"['esso', 'teatro', 'diffuso', 'lavoratore', 'lingua', 'chiamare', 'poesia', 'dramma', 'aiuto', 'nervoso']",it,elec,1920-1930
,,1920-1930_elec_it_16,"['dovere', 'impianto', 'tecnico', 'industria', 'sistema', 'solo', 'altro', 'misura', 'distribuzione', 'prezzo']",it,elec,1920-1930
,,1920-1930_elec_it_17,"['cielo', 'sciopero', 'padrone', 'denaro', 'colpo', 'operaio', 'mantenere', 'ferrovia', 'definire', 'traffico']",it,elec,1920-1930
,,1920-1930_elec_it_18,"['seduta', 'incidente', 'saturo', 'deputato', 'presidente', 'aula', 'partita', 'ambiente', 'arbitro', 'camera']",it,elec,1920-1930
,,1920-1930_elec_it_19,"['appunto', 'strada', 'scrivere', 'punto', 'terreno', 'qualsiasi', 'ferro', 'teoria', 'miglioramento', 'prodotto']",it,elec,1920-1930
,,1920-1930_elec_it_20,"['costruzione', 'miglioramento', 'operazione', 'fornitura', 'cominciare', 'potabile', 'vitale', 'nonché', 'acqua', 'opera']",it,elec,1920-1930
,,1920-1930_elec_it_21,"['società', 'italiano', 'energia', 'utente', 'industria', 'azienda', 'Italia', 'signore', 'alto', 'torino']",it,elec,1920-1930
,,1920-1930_elec_it_22,"['servizio', 'pubblico', 'aria', 'cioè', 'speciale', 'scioperanto', 'numero', 'dichiarare', 'raggiungere', 'sentire']",it,elec,1920-1930
,,1910-1920_steel_it_0,"['altezza', 'perfetto', 'blocco', 'corso', 'tempra', 'grosso', 'cavo', 'presentare', 'bisognare', 'migliore']",it,steel,1910-1920
,,1910-1920_steel_it_1,"['ferro', 'produzione', 'guerra', 'nuovo', 'carbone', 'industria', 'cantiere', 'Germania', 'nave', 'minerale']",it,steel,1910-1920
,,1910-1920_steel_it_2,"['potere', 'nemico', 'altro', 'strada', 'truppa', 'forte', 'bocca', 'trincee', 'uomo', 'esercito']",it,steel,1910-1920
,,1910-1920_steel_it_3,"['guerra', 'dovere', 'trovare', 'riuscire', 'forza', 'passo', 'avvenire', 'lotta', 'mettere', 'principio']",it,steel,1910-1920
,,1910-1920_steel_it_4,"['trust', 'impresa', 'sciopero', 'metallurgico', 'americano', 'scioperanto', 'completo', 'liquido', 'difendere', 'industria']",it,steel,1910-1920
,,1910-1920_steel_it_5,"['occhio', 'cannone', 'vedere', 'lanciare', 'azzurro', 'granata', 'proiettile', 'parere', 'piccolo', 'officina']",it,steel,1910-1920
,,1910-1920_steel_it_6,"['vivere', 'Italia', 'anima', 'popolo', 'voce', 'cuore', 'sapere', 'dare', 'creare', 'proprio']",it,steel,1910-1920
,,1910-1920_steel_it_7,"['ghiacciaio', 'metro', 'solo', 'miglio', 'procedere', 'neve', 'poiché', 'fondo', 'trovare', 'flotta']",it,steel,1910-1920
,,1910-1920_steel_it_8,"['tedesco', 'storia', 'servire', 'impero', 'germania', 'vero', 'inglese', 'estero', 'fabbricazione', 'speciale']",it,steel,1910-1920
,,1910-1920_steel_it_9,"['ferro', 'forno', 'rame', 'numero', 'perché', 'quantità', 'scoppio', 'potere', 'nemico', 'prodotto']",it,steel,1910-1920
,,1910-1920_steel_it_10,"['nave', 'mare', 'ponte', 'acqua', 'marinaio', 'tubo', 'correre', 'poppa', 'giorgio', 'scafo']",it,steel,1910-1920
,,1910-1920_steel_it_11,"['cannone', 'francese', 'posizione', 'perdere', 'pesante', 'fuoco', 'cavallino', 'arma', 'sogno', 'ministero']",it,steel,1910-1920
,,1920-1930_steel_it_0,"['stinnes', 'sommergibile', 'sottomarino', 'cadavere', 'Roma', 'ripresa', 'chiedere', 'tentativo', 'precipitare', 'tentare']",it,steel,1920-1930
,,1920-1930_steel_it_1,"['forno', 'stabilimento', 'lavorazione', 'operaio', 'fonderia', 'reparto', 'fusione', 'avvenire', 'pressione', 'speciale']",it,steel,1920-1930
,,1920-1930_steel_it_2,"['acqua', 'terra', 'potere', 'enorme', 'piccolo', 'pezzo', 'altro', 'passare', 'vero', 'uomo']",it,steel,1920-1930
,,1920-1930_steel_it_3,"['piano', 'duralluminio', 'tubo', 'superiore', 'struttura', 'forma', 'interessante', 'metro', 'molto', 'fiat']",it,steel,1920-1930
,,1920-1930_steel_it_4,"['contratto', 'fornitura', 'stipulare', 'pelle', 'credito', 'pesce', 'lana', 'mangiare', 'conto', 'oratore']",it,steel,1920-1930
,,1920-1930_steel_it_5,"['tedesco', 'cartello', 'Francia', 'trust', 'francese', 'Germania', 'accordo', 'inglese', 'ruhr', 'intesa']",it,steel,1920-1930
,,1920-1930_steel_it_6,"['campione', 'scrittore', 'latino', 'misterioso', 'fascino', 'bisognare', 'esperienza', 'tipo', 'dimenticare', 'correre']",it,steel,1920-1930
,,1920-1930_steel_it_7,"['mano', 'andare', 'costituire', 'dovere', 'mettere', 'domani', 'entrare', 'italiano', 'volontà', 'ultimo']",it,steel,1920-1930
,,1920-1930_steel_it_8,"['bicicletta', 'guardare', 'morire', 'completo', 'piacere', 'casa', 'stringere', 'aprire', 'metallo', 'servizio']",it,steel,1920-1930
,,1920-1930_steel_it_9,"['cerrato', 'torre', 'krupp', 'Krupp', 'federico', 'iniziare', 'anzitutto', 'popolare', 'arbitro', 'principio']",it,steel,1920-1930
,,1920-1930_steel_it_10,"['volere', 'tenda', 'cuore', 'compagno', 'soldato', 'volo', 'riuscire', 'dire', 'appunto', 'sera']",it,steel,1920-1930
,,1920-1930_steel_it_11,"['muro', 'chiave', 'cemento', 'aprire', 'destinare', 'penetrare', 'sotterraneo', 'cassaforte', 'sala', 'sacrestia']",it,steel,1920-1930
,,1920-1930_steel_it_12,"['aeroplano', 'motore', 'cilindro', 'comando', 'pilota', 'alluminio', 'equipaggio', 'nave', 'zinco', 'completamente']",it,steel,1920-1930
,,1920-1930_steel_it_13,"['industriale', 'produzione', 'industria', 'ferro', 'carbone', 'prodotto', 'mercato', 'metallurgico', 'materia', 'siderurgico']",it,steel,1920-1930
,,1920-1930_steel_it_14,"['tragedia', 'ossigeno', 'bombola', 'atto', 'armato', 'affetto', 'scheggia', 'serbatoio', 'pubblico', 'raggio']",it,steel,1920-1930
,,1920-1930_steel_it_15,"['nuovo', 'nazione', 'processo', 'elemento', 'presente', 'Aosta', 'discorso', 'fortuna', 'contadino', 'lotta']",it,steel,1920-1930
,,1920-1930_steel_it_16,"['elmo', 'partito', 'plebiscito', 'presidente', 'manifestazione', 'polizia', 'politico', 'tedesco', 'Berlino', 'associazione']",it,steel,1920-1930
,,1920-1930_steel_it_17,"['produzione', 'tonnellata', 'ghisa', 'ferro', 'industria', 'dovere', 'produrre', 'dare', 'base', 'Germania']",it,steel,1920-1930
,,1870-1880_steel_fr_0,"['siegfried', 'wotan', 'nain', 'sieglinde', 'siegmund', 'walkure', 'dieu', 'kriemhilde', 'hagen', 'brunhielde']",fr,steel,1870-1880
,,1870-1880_steel_fr_1,"['schneider', 'creusot', 'cortège', 'greusot', 'adresser', 'chef', 'henri', 'ouvrier', 'commerce', 'passage']",fr,steel,1870-1880
,,1870-1880_steel_fr_2,"['char', 'pierre', 'empereur', 'chemin', 'groupe', 'cheval', 'nuit', 'ouvrir', 'énorme', 'ouvrier']",fr,steel,1870-1880
,,1870-1880_steel_fr_3,"['venir', 'beau', 'contre', 'monde', 'rien', 'main', 'femme', 'devoir', 'montagne', 'tour']",fr,steel,1870-1880
,,1870-1880_steel_fr_4,"['machine', 'pistolet', 'londre', 'flèche', 'joujou', 'boîte', 'balle', 'figurer', 'franc', 'danger']",fr,steel,1870-1880
,,1870-1880_steel_fr_5,"['cartouche', 'fourniture', 'françois', 'joseph', 'qualité', 'trop', 'aiguille', 'mauvais', 'pratique', 'che']",fr,steel,1870-1880
,,1870-1880_steel_fr_6,"['appareil', 'prendre', 'voir', 'travail', 'capitaine', 'recevoir', 'vieux', 'beaucoup', 'avoir', 'coup']",fr,steel,1870-1880
,,1870-1880_steel_fr_7,"['jeune', 'artiste', 'fois', 'pathologie', 'objet', 'grand', 'public', 'gravure', 'invention', 'bon']",fr,steel,1870-1880
,,1870-1880_steel_fr_8,"['veuf', 'abonner', 'figaro', 'paul', 'auguste', 'jules', 'louis', 'frère', 'comtesse', 'mlle']",fr,steel,1870-1880
,,1870-1880_steel_fr_9,"['michel', 'berthier', 'cellule', 'couteau', 'tuer', 'gros', 'veux', 'condamné', 'prisonnier', 'prusse']",fr,steel,1870-1880
,,1870-1880_steel_fr_10,"['national', 'patti', 'chanter', 'scène', 'garde', 'voix', 'chanzy', 'auprès', 'saint', 'mlle']",fr,steel,1870-1880
,,1870-1880_steel_fr_11,"['foule', 'église', 'corps', 'prince', 'noir', 'large', 'place', 'soir', 'porte', 'suivre']",fr,steel,1870-1880
,,1870-1880_steel_fr_12,"['homme', 'œuvre', 'donner', 'arme', 'question', 'faire', 'chambre', 'dernier', 'guerre', 'devenir']",fr,steel,1870-1880
,,1870-1880_steel_fr_13,"['division', 'infanterie', 'cavalerie', 'artillerie', 'armée', 'commandant', 'corps', 'prince', 'général', 'entier']",fr,steel,1870-1880
,,1870-1880_steel_fr_14,"['vallée', 'glacier', 'frau', 'anglaise', 'roche', 'yung', 'lumière', 'vert', 'monter', 'bâton']",fr,steel,1870-1880
,,1870-1880_steel_fr_15,"['général', 'meillet', 'vif', 'peuple', 'mort', 'reine', 'palais', 'part', 'ministre', 'Monsieur']",fr,steel,1870-1880
,,1870-1880_steel_fr_16,"['canon', 'projectile', 'coin', 'prussien', 'krupp', 'charge', 'pièce', 'fondre', 'uchatiu', 'kilos']",fr,steel,1870-1880
,,1880-1890_steel_fr_0,"['satin', 'marquis', 'plume', 'comte', 'toilette', 'reine', 'prince', 'pourvoir', 'princesse', 'robe']",fr,steel,1880-1890
,,1880-1890_steel_fr_1,"['zola', 'soldat', 'homme', 'clémenceau', 'dire', 'général', 'chef', 'politique', 'maison', 'servir']",fr,steel,1880-1890
,,1880-1890_steel_fr_2,"['parnell', 'lecteur', 'empereur', 'journal', 'irlande', 'soleil', 'lire', 'irlandais', 'ligne', 'voiture']",fr,steel,1880-1890
,,1880-1890_steel_fr_3,"['sénat', 'tunnel', 'ingénieur', 'anglais', 'italien', 'mètre', 'travail', 'machine', 'gothard', 'montagne']",fr,steel,1880-1890
,,1880-1890_steel_fr_4,"['georges', 'kat', 'dick', 'public', 'presque', 'salle', 'père', 'porter', 'heart', 'devoir']",fr,steel,1880-1890
,,1880-1890_steel_fr_5,"['sarah', 'mlle', 'bernhardt', 'comtesse', 'chapeau', 'blanc', 'argent', 'rose', 'voyage', 'moire']",fr,steel,1880-1890
,,1880-1890_steel_fr_6,"['million', 'place', 'sardou', 'pari', 'voir', 'bien', 'régiment', 'falloir', 'franc', 'téléphone']",fr,steel,1880-1890
,,1890-1900_steel_fr_0,"['petit', 'maison', 'homme', 'arton', 'temps', 'femme', 'rien', 'frère', 'parler', 'trouver']",fr,steel,1890-1900
,,1890-1900_steel_fr_1,"['canon', 'croiseur', 'cuirasser', 'navire', 'marine', 'vitesse', 'nœud', 'reina', 'alger', 'tonneau']",fr,steel,1890-1900
,,1890-1900_steel_fr_2,"['ouvrier', 'tube', 'paraître', 'ministre', 'construction', 'naval', 'soir', 'société', 'nombre', 'mort']",fr,steel,1890-1900
,,1890-1900_steel_fr_3,"['voiture', 'turpin', 'culasse', 'mètre', 'triponé', 'officiel', 'commission', 'suite', 'rapport', 'treuill']",fr,steel,1890-1900
,,1890-1900_steel_fr_4,"['dillon', 'passer', 'pari', 'vélocipède', 'faire', 'année', 'grand', 'jour', 'tenir', 'route']",fr,steel,1890-1900
,,1890-1900_steel_fr_5,"['reine', 'salon', 'train', 'président', 'noir', 'faure', 'lit', 'compartiment', 'princesse', 'personne']",fr,steel,1890-1900
,,1890-1900_steel_fr_6,"['pont', 'franc', 'alexandre', 'seizième', 'exposition', 'siècle', 'chambre', 'cruppi', 'travail', 'médaillon']",fr,steel,1890-1900
,,1890-1900_steel_fr_7,"['corset', 'taille', 'grève', 'docteur', 'devoir', 'bassin', 'médecin', 'serrer', 'mission', 'contre']",fr,steel,1890-1900
,,1890-1900_steel_fr_8,"['comte', 'marquis', 'mlle', 'monsieur', 'louis', 'présent', 'général', 'buste', 'léon', 'mariage']",fr,steel,1890-1900
,,1890-1900_steel_fr_9,"['russie', 'million', 'achat', 'chiffre', 'allemagne', 'allemand', 'russe', 'franc', 'acheter', 'traité']",fr,steel,1890-1900
,,1900-1910_steel_fr_0,"['angleterre', 'œuvre', 'pays', 'industriel', 'oeil', 'industrie', 'allemagne', 'million', 'allemand', 'amérique']",fr,steel,1900-1910
,,1900-1910_steel_fr_1,"['coup', 'homme', 'fort', 'dernier', 'tête', 'trouver', 'écrire', 'heure', 'mort', 'cœur']",fr,steel,1900-1910
,,1900-1910_steel_fr_2,"['robe', 'petit', 'soie', 'blanc', 'couleur', 'fleur', 'aile', 'noir', 'satin', 'banquier']",fr,steel,1900-1910
,,1900-1910_steel_fr_3,"['amiral', 'prince', 'fournier', 'pari', 'pelletan', 'guerre', 'marine', 'travail', 'ministre', 'rapport']",fr,steel,1900-1910
,,1900-1910_steel_fr_4,"['escadre', 'canon', 'tourelle', 'cuirassé', 'loin', 'petropavlosk', 'couler', 'chef', 'chine', 'bâtiment']",fr,steel,1900-1910
,,1900-1910_steel_fr_5,"['hotchkis', 'mètre', 'route', 'main', 'contre', 'chemin', 'valeur', 'trop', 'fois', 'pièce']",fr,steel,1900-1910
,,1900-1910_steel_fr_6,"['théry', 'brasier', 'france', 'bien', 'usine', 'voir', 'tion', 'vouloir', 'temps', 'président']",fr,steel,1900-1910
,,1910-1920_steel_fr_0,"['ville', 'heure', 'femme', 'canon', 'beau', 'homme', 'petit', 'place', 'porte', 'vieux']",fr,steel,1910-1920
,,1910-1920_steel_fr_1,"['prix', 'industriel', 'séance', 'industrie', 'barthe', 'instrument', 'anver', 'question', 'tard', 'commerce']",fr,steel,1910-1920
,,1910-1920_steel_fr_2,"['guerre', 'pays', 'belge', 'allemand', 'allemagne', 'traité', 'paix', 'beaucoup', 'peuple', 'droit']",fr,steel,1910-1920
,,1910-1920_steel_fr_3,"['fabrication', 'brésil', 'atelier', 'arme', 'progrès', 'modèle', 'cartouche', 'usine', 'cours', 'problème']",fr,steel,1910-1920
,,1910-1920_steel_fr_4,"['maréchal', 'pari', 'général', 'militaire', 'train', 'république', 'bataille', 'officier', 'arriver', 'croire']",fr,steel,1910-1920
,,1910-1920_steel_fr_5,"['tonne', 'compagnie', 'forger', 'navire', 'chantier', 'président', 'marine', 'société', 'nord', 'aciérie']",fr,steel,1910-1920
,,1910-1920_steel_fr_6,"['bien', 'vouloir', 'voir', 'donner', 'être', 'terre', 'jour', 'trop', 'victoire', 'corps']",fr,steel,1910-1920
,,1860-1869_coal_fr_0,"['défense', 'pôle', 'nord', 'docteur', 'idée', 'tion', 'suite', 'rien', 'couper', 'absolument']",fr,coal,1860-1869
,,1860-1869_coal_fr_1,"['richard', 'louis', 'soutenir', 'soldat', 'raison', 'part', 'chercher', 'peuple', 'valet', 'avenir']",fr,coal,1860-1869
,,1860-1869_coal_fr_2,"['journal', 'beaucoup', 'livre', 'esprit', 'question', 'particulier', 'connaître', 'exemple', 'prononcer', 'jour']",fr,coal,1860-1869
,,1860-1869_coal_fr_3,"['vouloir', 'homme', 'être', 'femme', 'prendre', 'frère', 'Monsieur', 'pari', 'monsieur', 'cœur']",fr,coal,1860-1869
,,1860-1869_coal_fr_4,"['propos', 'souverain', 'article', 'juger', 'oublier', 'doute', 'député', 'maître', 'artiste', 'ancien']",fr,coal,1860-1869
,,1860-1869_coal_fr_5,"['partir', 'général', 'soir', 'maire', 'hier', 'train', 'voiture', 'enfant', 'église', 'bulletin']",fr,coal,1860-1869
,,1860-1869_coal_fr_6,"['reine', 'dépêche', 'wagon', 'chemin', 'fois', 'royal', 'pauvre', 'partir', 'nouveau', 'terre']",fr,coal,1860-1869
,,1860-1869_coal_fr_7,"['temps', 'voir', 'petit', 'cheval', 'aller', 'trop', 'devoir', 'long', 'ailleurs', 'fort']",fr,coal,1860-1869
,,1860-1869_coal_fr_8,"['franc', 'madeleine', 'trésor', 'brindoie', 'fréa', 'avouer', 'voler', 'bouche', 'preuve', 'riche']",fr,coal,1860-1869
,,1860-1869_coal_fr_9,"['hippolyte', 'saint', 'parler', 'préfet', 'mourir', 'docteur', 'maître', 'bouche', 'fois', 'charbon']",fr,coal,1860-1869
,,1860-1869_coal_fr_10,"['empereur', 'rochefort', 'figaro', 'lecteur', 'moniteur', 'excellent', 'étranger', 'désirer', 'liberté', 'envoyer']",fr,coal,1860-1869
,,1860-1869_coal_fr_11,"['scène', 'jeune', 'sembler', 'voix', 'tomber', 'parisien', 'riche', 'montrer', 'honneur', 'grâce']",fr,coal,1860-1869
,,1860-1869_coal_fr_12,"['raffet', 'billault', 'avocat', 'peintre', 'artiste', 'capitaine', 'face', 'falloir', 'grand', 'fenêtre']",fr,coal,1860-1869
,,1860-1869_coal_fr_13,"['italien', 'page', 'homme', 'attention', 'place', 'ligne', 'dire', 'genre', 'voix', 'cœur']",fr,coal,1860-1869
,,1860-1869_coal_fr_14,"['préfet', 'directeur', 'bois', 'cri', 'presse', 'dresser', 'bon', 'pouvoir', 'passer', 'journal']",fr,coal,1860-1869
,,1860-1869_coal_fr_15,"['officier', 'bâtiment', 'province', 'marine', 'matin', 'troupe', 'prendre', 'recevoir', 'publier', 'nouveau']",fr,coal,1860-1869
,,1860-1869_coal_fr_16,"['poindre', 'dieu', 'beau', 'théâtre', 'oeil', 'fois', 'œuvre', 'acte', 'public', 'donner']",fr,coal,1860-1869
,,1860-1869_coal_fr_17,"['loin', 'vieux', 'porte', 'vrai', 'servir', 'fille', 'flamme', 'terre', 'porter', 'table']",fr,coal,1860-1869
,,1860-1869_coal_fr_18,"['faim', 'grenier', 'arabe', 'fille', 'droit', 'voler', 'enfant', 'mère', 'malheureux', 'offrir']",fr,coal,1860-1869
,,1860-1869_coal_fr_19,"['prince', 'chœur', 'orléan', 'duchesse', 'corps', 'noir', 'troupe', 'france', 'pari', 'suite']",fr,coal,1860-1869
,,1860-1869_coal_fr_20,"['main', 'ardent', 'chambre', 'passer', 'tenir', 'pied', 'entendre', 'demander', 'mettre', 'lever']",fr,coal,1860-1869
,,1860-1869_coal_fr_21,"['four', 'rappeler', 'principal', 'palais', 'occuper', 'cœur', 'moment', 'ancien', 'horrible', 'maison']",fr,coal,1860-1869
,,1860-1869_coal_fr_22,"['francbeignet', 'franc', 'garçon', 'propose', 'besoin', 'fort', 'avoir', 'faire', 'contre', 'cœur']",fr,coal,1860-1869
,,1870-1880_coal_fr_0,"['prince', 'usine', 'troupe', 'gare', 'place', 'royal', 'blesser', 'arrêter', 'autriche', 'discours']",fr,coal,1870-1880
,,1870-1880_coal_fr_1,"['soir', 'empereur', 'arriver', 'cham', 'allemagne', 'hier', 'général', 'espagnol', 'voyage', 'mariole']",fr,coal,1870-1880
,,1870-1880_coal_fr_2,"['opéra', 'léontine', 'programme', 'fête', 'costume', 'boutique', 'comique', 'franc', 'mme', 'avenue']",fr,coal,1870-1880
,,1870-1880_coal_fr_3,"['Monsieur', 'agent', 'bruit', 'argent', 'dieu', 'chercher', 'anglais', 'aller', 'porte', 'bel']",fr,coal,1870-1880
,,1870-1880_coal_fr_4,"['faire', 'bien', 'jour', 'prendre', 'voir', 'grand', 'heure', 'monde', 'jamais', 'donner']",fr,coal,1870-1880
,,1870-1880_coal_fr_5,"['freycinet', 'wagon', 'poitier', 'vallée', 'blas', 'train', 'ligne', 'contusion', 'maria', 'vitesse']",fr,coal,1870-1880
,,1870-1880_coal_fr_6,"['rothschild', 'baron', 'james', 'fromentin', 'mayer', 'roth', 'récif', 'maison', 'médaille', 'argent']",fr,coal,1870-1880
,,1870-1880_coal_fr_7,"['capitaine', 'navire', 'navir', 'bord', 'commandant', 'frégate', 'pont', 'matelot', 'marin', 'équipage']",fr,coal,1870-1880
,,1870-1880_coal_fr_8,"['garçon', 'pauvre', 'aimer', 'plaisir', 'pari', 'famille', 'charles', 'chien', 'boîte', 'remplir']",fr,coal,1870-1880
,,1870-1880_coal_fr_9,"['char', 'exposition', 'offrir', 'cheval', 'palais', 'lumière', 'habiter', 'rayon', 'chasse', 'jardin']",fr,coal,1870-1880
,,1870-1880_coal_fr_10,"['femme', 'enfant', 'homme', 'fille', 'mort', 'mère', 'porter', 'jeune', 'tête', 'lettre']",fr,coal,1870-1880
,,1870-1880_coal_fr_11,"['français', 'politique', 'pays', 'membre', 'société', 'dumas', 'livre', 'question', 'esprit', 'poindre']",fr,coal,1870-1880
,,1870-1880_coal_fr_12,"['arrondissement', 'citoyen', 'veuf', 'municipal', 'arago', 'maire', 'quartier', 'simon', 'septembre', 'louis']",fr,coal,1870-1880
,,1870-1880_coal_fr_13,"['louis', 'etat', 'italie', 'révolution', 'barrot', 'esprit', 'napoléon', 'génie', 'persigny', 'france']",fr,coal,1870-1880
,,1870-1880_coal_fr_14,"['buloz', 'cavour', 'blanc', 'mlle', 'père', 'velours', 'papauté', 'moine', 'veinard', 'soie']",fr,coal,1870-1880
,,1870-1880_coal_fr_15,"['situation', 'pouvoir', 'frère', 'condition', 'mois', 'bientôt', 'décider', 'projet', 'naître', 'rapport']",fr,coal,1870-1880
,,1870-1880_coal_fr_16,"['fowler', 'vent', 'jacques', 'nice', 'boyton', 'machine', 'vapeur', 'youyou', 'abeilard', 'chant']",fr,coal,1870-1880
,,1870-1880_coal_fr_17,"['assemblée', 'gambetta', 'valentin', 'pelletier', 'constituant', 'dahirel', 'hypothèque', 'blanc', 'brisson', 'orateur']",fr,coal,1870-1880
,,1870-1880_coal_fr_18,"['béranger', 'nickel', 'théâtre', 'millaud', 'xavier', 'lisette', 'déjazet', 'calédonie', 'vassy', 'chanson']",fr,coal,1870-1880
,,1870-1880_coal_fr_19,"['secours', 'neige', 'tantôt', 'catastrophe', 'sinistre', 'explosion', 'creusot', 'ouvrier', 'accident', 'lieu']",fr,coal,1870-1880
,,1870-1880_coal_fr_20,"['compagnie', 'franc', 'travail', 'mineur', 'puits', 'ouvrier', 'mine', 'mètre', 'michelet', 'cave']",fr,coal,1870-1880
,,1870-1880_coal_fr_21,"['million', 'obu', 'kilogramme', 'boulet', 'beaumont', 'elie', 'litre', 'académie', 'cuirasser', 'projectile']",fr,coal,1870-1880
,,1870-1880_coal_fr_22,"['blanc', 'honnête', 'oreille', 'durand', 'albert', 'amour', 'liberté', 'couvert', 'rouge', 'françois']",fr,coal,1870-1880
,,1870-1880_coal_fr_23,"['préfet', 'conseiller', 'octobre', 'conseil', 'thier', 'constitution', 'candidat', 'ministre', 'conservateur', 'casimir']",fr,coal,1870-1880
,,1870-1880_coal_fr_24,"['baze', 'ouvrier', 'dautresme', 'grève', 'régie', 'perte', 'huissier', 'travailler', 'lundi', 'salaire']",fr,coal,1870-1880
,,1870-1880_coal_fr_25,"['maréchal', 'général', 'armée', 'guerre', 'militaire', 'prussien', 'soldat', 'canrobert', 'officier', 'président']",fr,coal,1870-1880
,,1870-1880_coal_fr_26,"['coke', 'produit', 'grévy', 'usage', 'pari', 'époque', 'nouveau', 'classe', 'gloire', 'constater']",fr,coal,1870-1880
,,1870-1880_coal_fr_27,"['aime', 'auteur', 'penser', 'servir', 'artiste', 'cher', 'œuvre', 'succès', 'vouloir', 'montrer']",fr,coal,1870-1880
,,1870-1880_coal_fr_28,"['turc', 'clercq', 'houiller', 'détenu', 'charbonnel', 'pacha', 'féerie', 'bonbon', 'confiserie', 'nedjib']",fr,coal,1870-1880
,,1880-1890_coal_fr_0,"['ville', 'corps', 'devenir', 'cent', 'sortir', 'milieu', 'falloir', 'grâce', 'force', 'chaleur']",fr,coal,1880-1890
,,1880-1890_coal_fr_1,"['femme', 'petit', 'enfant', 'croire', 'soir', 'porte', 'pauvre', 'entendre', 'oeil', 'main']",fr,coal,1880-1890
,,1880-1890_coal_fr_2,"['salle', 'avoir', 'tableau', 'beau', 'cheval', 'fleur', 'bleu', 'lettre', 'scène', 'rose']",fr,coal,1880-1890
,,1880-1890_coal_fr_3,"['gambetta', 'révolution', 'simon', 'parti', 'prison', 'reine', 'conservateur', 'populaire', 'peuple', 'orateur']",fr,coal,1880-1890
,,1880-1890_coal_fr_4,"['edison', 'électrique', 'électricité', 'rhodium', 'lampe', 'lumière', 'platine', 'clamond', 'éclairage', 'inventer']",fr,coal,1880-1890
,,1880-1890_coal_fr_5,"['pari', 'trop', 'poindre', 'jamais', 'vouloir', 'écrire', 'public', 'rien', 'savoir', 'prendre']",fr,coal,1880-1890
,,1880-1890_coal_fr_6,"['hugo', 'victor', 'dock', 'poète', 'tomber', 'critique', 'style', 'reprocher', 'réserve', 'bâtir']",fr,coal,1880-1890
,,1880-1890_coal_fr_7,"['barjac', 'maire', 'challemel', 'mineur', 'lacour', 'benne', 'meneur', 'decazevill', 'boisage', 'grève']",fr,coal,1880-1890
